DATAID,SMILES,Name,IUPAC,StdInChl,StdInChIKey,Pharmacophore,Core,ResearchStage,TherapeuticUsage,logP_exp,logD_exp,logS_exp,KineticSolubility,ThermodynamicSolubility,RecruitingProtein_Affinity,IsActive,ModeOfAction,PrimaryTarget,PrimaryTargetDegInfo,DegronType,SecondaryTarget,SecondaryTargetDegInfo,RecruitingProtein,RecruitingProtein_UniProtID,AntiCellProliferation,TernaryEC50,PK,ADMET_profile,SafetyPharmacology,InVivoPD,SourceAddress_Website,PDB,glueCodeInPDB,CryoEM,Formula,MolWeight,ExactMass,clogP,logS,tPSA,HBACount,HBDCount,RotatableBondCount,Rings,AliphaticRings,AromaticRings,AliphaticHeteroRings,AromaticHeteroRings,HeavyAtoms,HeteroAtoms,SpiroAtoms,BridgeheadAtoms
74,CC(=O)NC1=CC=CC=C1SCC1CCC(=O)NC1=O,14t,"N-[2-[(2,6-dioxopiperidin-3-yl)methylsulfanyl]phenyl]acetamide","InChI=1S/C14H16N2O3S/c1-9(17)15-11-4-2-3-5-12(11)20-8-10-6-7-13(18)16-14(10)19/h2-5,10H,6-8H2,1H3,(H,15,17)(H,16,18,19)",UELXYEXGBZIFJJ-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,Assay:microscale thermophoresis;Ki = 3.0 ± 1.4 μM,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,Cell:MOLP-8;IC50 = 27.37 ± 4.24 μM,,,,,,https://doi.org/10.1016/j.ejmech.2022.114990,,,,C14H16N2O3S,292.36,292.0882,1.79,-2.61,75.27,5,2,4,2,1,1,1,0,20,6,0,0
75,CC(=O)NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,62,"N-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]acetamide","InChI=1S/C15H13N3O5/c1-7(19)16-9-4-2-3-8-12(9)15(23)18(14(8)22)10-5-6-11(20)17-13(10)21/h2-4,10H,5-6H2,1H3,(H,16,19)(H,17,20,21)",ZWXLEWVWKZSKRA-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,ZNF582;ZKSC5,U2OS cells stably expressing ZF degrons fused to eGFP,G-loop_beta-hairpin,,,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C15H13N3O5,315.29,315.0855,0.05,-1.21,112.65,8,2,2,3,2,1,2,0,23,8,0,0
76,CC(=O)NC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,72,"N-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-5-yl]acetamide","InChI=1S/C15H13N3O5/c1-7(19)16-8-2-3-9-10(6-8)15(23)18(14(9)22)11-4-5-12(20)17-13(11)21/h2-3,6,11H,4-5H2,1H3,(H,16,19)(H,17,20,21)",CZSOTEJPRKEDGI-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,ZNF787;ZNF517;ZNF654;ZNF582,U2OS cells stably expressing ZF degrons fused to eGFP,G-loop_beta-hairpin,,,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C15H13N3O5,315.29,315.0855,0.05,-1.21,112.65,8,2,2,3,2,1,2,0,23,8,0,0
78,CC(=O)NCCC#CC1=C(C)C(N2CCC(=O)NC2=O)=CC=C1,11,"N-[4-[3-(2,4-dioxo-1,3-diazinan-1-yl)-2-methylphenyl]but-3-ynyl]acetamide","InChI=1S/C17H19N3O3/c1-12-14(6-3-4-10-18-13(2)21)7-5-8-15(12)20-11-9-16(22)19-17(20)23/h5,7-8H,4,9-11H2,1-2H3,(H,18,21)(H,19,22,23)",QFWGXTYWCUQWLL-UHFFFAOYSA-N,Dihydrouracil,Non-domideType,Discovery,,,,,,,Assay:fluorescent polariza; Kd=0.63±0.17μM,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,"hLM: 90%(Percent compound remaining after 0.5 h)
hP: 102%(Percent compound remaining after 4.0 h.)
pH=1, >99%; pH=7.4, >99; pH=8.8, 90(Glutarimides and dihydrouracil ring-opening hydrolysis, percent compound remaining after 24 h)",,,https://doi.org/10.1021/acs.jmedchem.2c01941,,,,C17H19N3O3,313.36,313.1426,1.32,-2.34,78.51,6,2,3,2,1,1,1,0,23,6,0,0
79,CC(C)(C(=O)NCC1=C2C(=O)N(C3CCC(=O)NC3=O)CC2=CC=C1)C1=CC=CC=C1,analogue 8,"N-[[2-(2,6-dioxopiperidin-3-yl)-3-oxo-1H-isoindol-4-yl]methyl]-2-methyl-2-phenylpropanamide","InChI=1S/C24H25N3O4/c1-24(2,17-9-4-3-5-10-17)23(31)25-13-15-7-6-8-16-14-27(22(30)20(15)16)18-11-12-19(28)26-21(18)29/h3-10,18H,11-14H2,1-2H3,(H,25,31)(H,26,28,29)",QIQIAQCQBUDKRM-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,"Cell: KG-1; IC50 > 10 μM
Cell: THLE-2; IC50 > 10 μM",,,,,,https://doi.org/10.1021/acs.jmedchem.0c01489,,,,C24H25N3O4,419.48,419.1845,2.04,-3.64,95.58,7,2,5,4,2,2,2,0,31,7,0,0
80,CC(C)(C)C(=O)NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,63,"N-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]-2,2-dimethylpropanamide","InChI=1S/C18H19N3O5/c1-18(2,3)17(26)19-10-6-4-5-9-13(10)16(25)21(15(9)24)11-7-8-12(22)20-14(11)23/h4-6,11H,7-8H2,1-3H3,(H,19,26)(H,20,22,23)",COQULQYYXYGRFI-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,ZNF653;ZNF582,U2OS cells stably expressing ZF degrons fused to eGFP,G-loop_beta-hairpin,ZFP91;ZKSC5;IKZF3Q147E;,U2OS cells stably expressing ZF degrons fused to eGFP,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C18H19N3O5,357.37,357.1325,1.07,-2.19,112.65,8,2,2,3,2,1,2,0,26,8,0,0
81,CC(C)(C)C(=O)NC1=CC2=C(C=C1)C(=O)N(C1CCC(=O)NC1=O)C2=O,73,"N-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-5-yl]-2,2-dimethylpropanamide","InChI=1S/C18H19N3O5/c1-18(2,3)17(26)19-9-4-5-10-11(8-9)16(25)21(15(10)24)12-6-7-13(22)20-14(12)23/h4-5,8,12H,6-7H2,1-3H3,(H,19,26)(H,20,22,23)",IIEULSMTXBBDEI-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,ZNF787;ZNF654,U2OS cells stably expressing ZF degrons fused to eGFP,G-loop_beta-hairpin,,,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C18H19N3O5,357.37,357.1325,1.07,-2.19,112.65,8,2,2,3,2,1,2,0,26,8,0,0
82,CC(C)(C)C1=CC(NC(=O)NCC2=CC=C3N=NN(C4CCC(=O)NC4=O)C(=O)C3=C2)=CC=C1,22o,"1-(3-tert-butylphenyl)-3-[[3-(2,6-dioxopiperidin-3-yl)-4-oxo-1,2,3-benzotriazin-6-yl]methyl]urea","InChI=1S/C24H26N6O4/c1-24(2,3)15-5-4-6-16(12-15)26-23(34)25-13-14-7-8-18-17(11-14)22(33)30(29-28-18)19-9-10-20(31)27-21(19)32/h4-8,11-12,19H,9-10,13H2,1-3H3,(H2,25,26,34)(H,27,31,32)",HJPYOJYWYVMTJO-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,KG-1; EC50=0.0034 ± 0.00034 nM TMD-8;EC50=0.051 ± 0.0040 nM,,,,,,https://doi.org/10.1016/j.bioorg.2022.105923,,,,C24H26N6O4,462.51,462.2016,2.39,-4.49,135.08,10,3,4,4,1,3,1,1,34,10,0,0
83,CC(C)(C)C1=CC(OC2=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=CC=C2)=CC(N)=C1,SJPYT-216,"4-(3-amino-5-tert-butylphenoxy)-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C23H23N3O5/c1-23(2,3)12-9-13(24)11-14(10-12)31-17-6-4-5-15-19(17)22(30)26(21(15)29)16-7-8-18(27)25-20(16)28/h4-6,9-11,16H,7-8,24H2,1-3H3,(H,25,27,28)",NCRCWXPCGTXGAY-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1,Assay: WB ; GSPT1 loss at 10 μM(%±SD): 23 ± 2.8,G-loop_beta-hairpin,,,CRBN,Q96SW2,,Assay: TR-FRET; EC50=14 ± 1.0 nM,,,,,https://doi.org/10.1021/acsmedchemlett.2c00223,,,,C23H23N3O5,421.45,421.1638,2.76,-3.80,118.80,8,3,3,4,2,2,2,0,31,8,0,0
84,CC(C)(C)C1=CC(OC2=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=CC=C2)=CC=C1,CC-647,"4-(3-tert-butylphenoxy)-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C23H22N2O5/c1-23(2,3)13-6-4-7-14(12-13)30-17-9-5-8-15-19(17)22(29)25(21(15)28)16-10-11-18(26)24-20(16)27/h4-9,12,16H,10-11H2,1-3H3,(H,24,26,27)",KTDDHJCPFRGLJQ-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,ZBTB16,DC50 = 24 nM,G-loop_beta-hairpin,,,CRBN,Q96SW2,Cell: HT-1080 DC50 = 0.47 nM,,,,,,https://doi.org/10.1021/acschembio.0c00674,,,,C23H22N2O5,406.44,406.1529,3.18,-4.41,92.78,7,1,3,4,2,2,2,0,30,7,0,0
86,CC(C)(C)C1=CC=C(NC(=O)NCC2=CC=C3N=NN(C4CCC(=O)NC4=O)C(=O)C3=C2)C=C1,22n,"1-(4-tert-butylphenyl)-3-[[3-(2,6-dioxopiperidin-3-yl)-4-oxo-1,2,3-benzotriazin-6-yl]methyl]urea","InChI=1S/C24H26N6O4/c1-24(2,3)15-5-7-16(8-6-15)26-23(34)25-13-14-4-9-18-17(12-14)22(33)30(29-28-18)19-10-11-20(31)27-21(19)32/h4-9,12,19H,10-11,13H2,1-3H3,(H2,25,26,34)(H,27,31,32)",QOJDIXROHYFUFQ-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,KG-1; EC50=0.014 ± 0.0015 nM TMD-8;EC50=0.112 ± 0.019 nM,,,,,,https://doi.org/10.1016/j.bioorg.2022.105923,,,,C24H26N6O4,462.51,462.2016,2.39,-4.49,135.08,10,3,4,4,1,3,1,1,34,10,0,0
87,CC(C)(C)C1=CC=C(NC(=O)NCC2=CC=C3N=NN(C4CCC(=O)NC4=O)C(=O)C3=C2)C=C1Cl,22r,"1-(4-tert-butyl-3-chlorophenyl)-3-[[3-(2,6-dioxopiperidin-3-yl)-4-oxo-1,2,3-benzotriazin-6-yl]methyl]urea","InChI=1S/C24H25ClN6O4/c1-24(2,3)16-6-5-14(11-17(16)25)27-23(35)26-12-13-4-7-18-15(10-13)22(34)31(30-29-18)19-8-9-20(32)28-21(19)33/h4-7,10-11,19H,8-9,12H2,1-3H3,(H2,26,27,35)(H,28,32,33)",PGKOQHQTSGYIEZ-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,KG-1; EC50=0.0011 ± 0.00015 nM TMD-8;EC50=0.0098 ± 0.0015 nM,,,,,,https://doi.org/10.1016/j.bioorg.2022.105923,,,,C24H25ClN6O4,496.96,496.1626,3.04,-5.15,135.08,10,3,4,4,1,3,1,1,35,11,0,0
825,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Pomalidomide,"4-amino-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C13H11N3O4/c14-7-3-1-2-6-10(7)13(20)16(12(6)19)8-4-5-9(17)15-11(8)18/h1-3,8H,4-5,14H2,(H,15,17,18)",UVSMNLNDYGZFPF-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Approval,,,,,,,,0,,,,,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1126/science.adk4422,8TNP,8TNP: Y70,EMD-41779,C13H11N3O4,273.25,273.0750,-0.33,-0.45,109.57,7,3,1,3,2,1,2,0,20,7,0,0
91,CC(C)(C)CC(C)(C)NC1=C(C2=CC=C3C(=O)N(C4CCC(=O)NC4=O)CC3=C2)N=C2C=CC=CN12,Compound 11,"3-[3-oxo-6-[3-(2,4,4-trimethylpentan-2-ylamino)imidazo[1,2-a]pyridin-2-yl]-1H-isoindol-2-yl]piperidine-2,6-dione","InChI=1S/C28H33N5O3/c1-27(2,3)16-28(4,5)31-24-23(29-21-8-6-7-13-32(21)24)17-9-10-19-18(14-17)15-33(26(19)36)20-11-12-22(34)30-25(20)35/h6-10,13-14,20,31H,11-12,15-16H2,1-5H3,(H,30,34,35)",URPATGFIHKJSDH-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,WEE1;CK1α,"WEE1 DC50: 2.0 nM; CK1α DC50: 9.1 nM
Western WEE1 and CK1α degradation under in MOLT4 cells",G-loop_beta-hairpin,,,CRBN,Q96SW2,"Assay: Cell Viability; 
Cell: Jurkat; EC50 = 900 nM;
Cell: SUDHL5; EC50 = 41 nM;
Cell: Molm14; EC50 = 420 nM;
Cell: NB-4; EC50 = 140 nM;
Cell: LoVo; EC50 = 1000 nM",,,,,,https://doi.org/10.1021/jacs.4c06127,,,,C28H33N5O3,487.60,487.2583,4.39,-6.22,95.81,8,2,5,5,2,3,2,2,36,8,0,0
92,CC(C)(C)NC(=O)[C@@]1(C)CCC(=O)N1[C@H]1CCC(=O)NC1=O,"(R,S)-3a","(2R)-N-tert-butyl-1-[(3S)-2,6-dioxopiperidin-3-yl]-2-methyl-5-oxopyrrolidine-2-carboxamide","InChI=1S/C15H23N3O4/c1-14(2,3)17-13(22)15(4)8-7-11(20)18(15)9-5-6-10(19)16-12(9)21/h9H,5-8H2,1-4H3,(H,17,22)(H,16,19,21)/t9-,15+/m0/s1",NDWWOEYUZWIVQD-BJOHPYRUSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,"Assay: microscale thermophoresis, IC50 = 394 μM",1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1016/j.mencom.2022.11.013,,,,C15H23N3O4,309.37,309.1689,0.09,-0.74,95.58,7,2,2,2,2,0,2,0,22,7,0,0
93,CC(C)(C)NC(=O)[C@@]1(C)CCCC(=O)N1[C@H]1CCC(=O)NC1=O,"(R,S)-3c","(2R)-N-tert-butyl-1-[(3S)-2,6-dioxopiperidin-3-yl]-2-methyl-6-oxopiperidine-2-carboxamide","InChI=1S/C16H25N3O4/c1-15(2,3)18-14(23)16(4)9-5-6-12(21)19(16)10-7-8-11(20)17-13(10)22/h10H,5-9H2,1-4H3,(H,18,23)(H,17,20,22)/t10-,16+/m0/s1",YXRLGZBVUSYIFA-MGPLVRAMSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,"Assay: microscale thermophoresis, IC50 = 228 μM",1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1016/j.mencom.2022.11.013,,,,C16H25N3O4,323.39,323.1845,0.48,-1.10,95.58,7,2,2,2,2,0,2,0,23,7,0,0
94,CC(C)(C)NC(=O)[C@@H]1C2=C(C=CC=C2)C(=O)N1[C@H]1CCC(=O)NC1=O,"(S,S)-3d","(1S)-N-tert-butyl-2-[(3S)-2,6-dioxopiperidin-3-yl]-3-oxo-1H-isoindole-1-carboxamide","InChI=1S/C18H21N3O4/c1-18(2,3)20-16(24)14-10-6-4-5-7-11(10)17(25)21(14)12-8-9-13(22)19-15(12)23/h4-7,12,14H,8-9H2,1-3H3,(H,20,24)(H,19,22,23)/t12-,14-/m0/s1",JTEPTTKRAXKZIM-JSGCOSHPSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,"Assay: microscale thermophoresis, IC50 = 397 μM",1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1016/j.mencom.2022.11.013,,,,C18H21N3O4,343.38,343.1532,0.90,-2.03,95.58,7,2,2,3,2,1,2,0,25,7,0,0
95,CC(C)(C)NC(=O)[C@]1(C)CCC(=O)N1[C@H]1CCC(=O)NC1=O,"(S,S)-3a","(2S)-N-tert-butyl-1-[(3S)-2,6-dioxopiperidin-3-yl]-2-methyl-5-oxopyrrolidine-2-carboxamide","InChI=1S/C15H23N3O4/c1-14(2,3)17-13(22)15(4)8-7-11(20)18(15)9-5-6-10(19)16-12(9)21/h9H,5-8H2,1-4H3,(H,17,22)(H,16,19,21)/t9-,15-/m0/s1",NDWWOEYUZWIVQD-VFZGTOFNSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,"Assay: microscale thermophoresis, IC50 = 256 μM",1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1016/j.mencom.2022.11.013,,,,C15H23N3O4,309.37,309.1689,0.09,-0.74,95.58,7,2,2,2,2,0,2,0,22,7,0,0
96,CC(C)(C)NC(=O)[C@]1(C)CCCC(=O)N1[C@H]1CCC(=O)NC1=O,"(S,S)-3c","(2S)-N-tert-butyl-1-[(3S)-2,6-dioxopiperidin-3-yl]-2-methyl-6-oxopiperidine-2-carboxamide","InChI=1S/C16H25N3O4/c1-15(2,3)18-14(23)16(4)9-5-6-12(21)19(16)10-7-8-11(20)17-13(10)22/h10H,5-9H2,1-4H3,(H,18,23)(H,17,20,22)/t10-,16-/m0/s1",YXRLGZBVUSYIFA-QFYYESIMSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,"Assay: microscale thermophoresis, IC50 = 160 μM",1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1016/j.mencom.2022.11.013,,,,C16H25N3O4,323.39,323.1845,0.48,-1.10,95.58,7,2,2,2,2,0,2,0,23,7,0,0
97,CC(C)(C)NC(=O)[C@H]1C2=C(C=CC=C2)C(=O)N1[C@H]1CCC(=O)NC1=O,"(R,S)-3d","(1R)-N-tert-butyl-2-[(3S)-2,6-dioxopiperidin-3-yl]-3-oxo-1H-isoindole-1-carboxamide","InChI=1S/C18H21N3O4/c1-18(2,3)20-16(24)14-10-6-4-5-7-11(10)17(25)21(14)12-8-9-13(22)19-15(12)23/h4-7,12,14H,8-9H2,1-3H3,(H,20,24)(H,19,22,23)/t12-,14+/m0/s1",JTEPTTKRAXKZIM-GXTWGEPZSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,"Assay: microscale thermophoresis, IC50 >1000μM",1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1016/j.mencom.2022.11.013,,,,C18H21N3O4,343.38,343.1532,0.90,-2.03,95.58,7,2,2,3,2,1,2,0,25,7,0,0
98,CC(C)(C)NC1=C(C2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)N=C2C=CC=CN12,Compound 4,"5-[3-(tert-butylamino)imidazo[1,2-a]pyridin-2-yl]-2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione","InChI=1S/C24H23N5O4/c1-24(2,3)27-20-19(25-17-6-4-5-11-28(17)20)13-7-8-14-15(12-13)23(33)29(22(14)32)16-9-10-18(30)26-21(16)31/h4-8,11-12,16,27H,9-10H2,1-3H3,(H,26,30,31)",IEPVLXVJCUHDAW-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,WEE1;CK1α,"WEE1 DC50: 8.6 nM; CK1α DC50: 12 nM
Western WEE1 and CK1α degradation under in MOLT4 cells",G-loop_beta-hairpin,,,CRBN,Q96SW2,"Assay: Cell Viability; 
Cell: Jurkat; EC50 > 10000 nM;
Cell: SUDHL5; EC50 = 1600 nM;
Cell: Molm14; EC50 = 2000 nM;
Cell: NB-4; EC50 = 1000 nM;
Cell: LoVo; EC50 = 420 nM",,,,,,https://doi.org/10.1021/jacs.4c06127,,,,C24H23N5O4,445.48,445.1750,2.61,-4.66,112.88,9,2,3,5,2,3,2,2,33,9,0,0
99,CC(C)(C)NC1=C(C2=CC=C3C(=O)N(C4CCC(=O)NC4=O)CC3=C2)N=C2C=CC=CN12,Compound 1,"3-[6-[3-(tert-butylamino)imidazo[1,2-a]pyridin-2-yl]-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione","InChI=1S/C24H25N5O3/c1-24(2,3)27-21-20(25-18-6-4-5-11-28(18)21)14-7-8-16-15(12-14)13-29(23(16)32)17-9-10-19(30)26-22(17)31/h4-8,11-12,17,27H,9-10,13H2,1-3H3,(H,26,30,31)",IFLAYQIAAFCPNM-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,WEE1;CK1α,"WEE1 DC50: 3.1 nM; CK1α DC50: 1.1 nM
Western WEE1 and CK1α degradation under in MOLT4 cells",G-loop_beta-hairpin,IKZF2,,CRBN,Q96SW2,"Assay: Cell Viability; 
Cell: Jurkat; EC50 = 49 nM;
Cell: SUDHL5; EC50 = 15 nM;
Cell: Molm14; EC50 = 570 nM;
Cell: NB-4; EC50 = 400 nM;
Cell:LoVo; EC50 = 20 nM",,,,,,https://doi.org/10.1021/jacs.4c06127,,,,C24H25N5O3,431.50,431.1957,2.97,-4.98,95.81,8,2,3,5,2,3,2,2,32,8,0,0
100,CC(C)(C)NC1=C(C2=CC=C3CN(C4CCC(=O)NC4=O)C(=O)C3=C2)N=C2C=CC=CN12,Compound 5,"3-[5-[3-(tert-butylamino)imidazo[1,2-a]pyridin-2-yl]-3-oxo-1H-isoindol-2-yl]piperidine-2,6-dione","InChI=1S/C24H25N5O3/c1-24(2,3)27-21-20(25-18-6-4-5-11-28(18)21)14-7-8-15-13-29(23(32)16(15)12-14)17-9-10-19(30)26-22(17)31/h4-8,11-12,17,27H,9-10,13H2,1-3H3,(H,26,30,31)",XFVBKCZNPSKTMC-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,0,,,,,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/jacs.4c06127,,,,C24H25N5O3,431.50,431.1957,2.97,-4.98,95.81,8,2,3,5,2,3,2,2,32,8,0,0
101,CC(C)(C)OC(=O)COC1=CC(C2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=CC=C1,1J,"tert-butyl2-[3-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-4-yl]phenoxy]acetate","InChI=1S/C25H26N2O6/c1-25(2,3)33-22(29)14-32-16-7-4-6-15(12-16)17-8-5-9-18-19(17)13-27(24(18)31)20-10-11-21(28)26-23(20)30/h4-9,12,20H,10-11,13-14H2,1-3H3,(H,26,28,30)",AJAXRVTZEWVVGY-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,Cell-based TE assay: HDAC6 levels at 30%,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1002/cbic.202300685,,,,C25H26N2O6,450.49,450.1791,2.84,-4.20,102.01,8,1,5,4,2,2,2,0,33,8,0,0
102,CC(C)(C)OC(=O)COC1=CC=C(C2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)C=C1,1K,"tert-butyl2-[4-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-4-yl]phenoxy]acetate","InChI=1S/C25H26N2O6/c1-25(2,3)33-22(29)14-32-16-9-7-15(8-10-16)17-5-4-6-18-19(17)13-27(24(18)31)20-11-12-21(28)26-23(20)30/h4-10,20H,11-14H2,1-3H3,(H,26,28,30)",QTMAEJXBOPPDRA-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,Cell-based TE assay: HDAC6 levels at 31%,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1002/cbic.202300685,,,,C25H26N2O6,450.49,450.1791,2.84,-4.20,102.01,8,1,5,4,2,2,2,0,33,8,0,0
103,CC(C)(C)OC(=O)COC1=CC=CC=C1C1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,1I,"tert-butyl2-[2-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-4-yl]phenoxy]acetate","InChI=1S/C25H26N2O6/c1-25(2,3)33-22(29)14-32-20-10-5-4-7-16(20)15-8-6-9-17-18(15)13-27(24(17)31)19-11-12-21(28)26-23(19)30/h4-10,19H,11-14H2,1-3H3,(H,26,28,30)",WRWFOIZKTDSLQW-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,Cell-based TE assay: HDAC6 levels at 62%;FP competition assay: 26% inhibition,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1002/cbic.202300685,,,,C25H26N2O6,450.49,450.1791,2.84,-4.20,102.01,8,1,5,4,2,2,2,0,33,8,0,0
104,CC(C)(C)OC(=O)N1CC2(C1)CN(C1=C(F)C=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C1)C2,48,"tert-butyl6-[2-(2,6-dioxopiperidin-3-yl)-6-fluoro-1,3-dioxoisoindol-5-yl]-2,6-diazaspiro[3.3]heptane-2-carboxylate","InChI=1S/C23H25FN4O6/c1-22(2,3)34-21(33)27-10-23(11-27)8-26(9-23)16-7-13-12(6-14(16)24)19(31)28(20(13)32)15-4-5-17(29)25-18(15)30/h6-7,15H,4-5,8-11H2,1-3H3,(H,25,29,30)",JPZUMDBHKYFTAY-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,0,,,,,,,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C23H25FN4O6,472.47,472.1758,1.28,-2.74,116.33,10,1,2,5,4,1,4,0,34,11,1,0
105,CC(C)(C)OC(=O)N1CC2(C1)CN(C1=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=CC=C1)C2,23,"tert-butyl6-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]-2,6-diazaspiro[3.3]heptane-2-carboxylate","InChI=1S/C23H26N4O6/c1-22(2,3)33-21(32)26-11-23(12-26)9-25(10-23)14-6-4-5-13-17(14)20(31)27(19(13)30)15-7-8-16(28)24-18(15)29/h4-6,15H,7-12H2,1-3H3,(H,24,28,29)",FXCPSBGGAPLXHT-UHFFFAOYSA-N,Glutarimide,ThalidomideType,Discovery,,,,,,,,1,non-covalent,ZNF276;ZNF653;E4F1,U2OS cells stably expressing ZF degrons fused to eGFP,G-loop_beta-hairpin,,,CRBN,Q96SW2,,NanoBRET based ternary complex formation assay,,,,,https://doi.org/10.1038/s41557-023-01379-8,,,,C23H26N4O6,454.48,454.1852,1.14,-2.53,116.33,10,1,2,5,4,1,4,0,33,10,1,0
