DATAID,SMILES,Name,IUPAC,StdInChl,StdInChIKey,Pharmacophore,Core,ResearchStage,TherapeuticUsage,logP_exp,logD_exp,logS_exp,KineticSolubility,ThermodynamicSolubility,RecruitingProtein_Affinity,IsActive,ModeOfAction,PrimaryTarget,PrimaryTargetDegInfo,DegronType,SecondaryTarget,SecondaryTargetDegInfo,RecruitingProtein,RecruitingProtein_UniProtID,AntiCellProliferation,TernaryEC50,PK,ADMET_profile,SafetyPharmacology,InVivoPD,SourceAddress_Website,PDB,glueCodeInPDB,CryoEM,Formula,MolWeight,ExactMass,clogP,logS,tPSA,HBACount,HBDCount,RotatableBondCount,Rings,AliphaticRings,AromaticRings,AliphaticHeteroRings,AromaticHeteroRings,HeavyAtoms,HeteroAtoms,SpiroAtoms,BridgeheadAtoms
1179,O=C1CCC(N2CC3=CC(CNC(=O)C(F)(F)C4=CC=C(Cl)C=C4)=CC=C3C2=O)C(=O)N1,CC-90009,"2-(4-chlorophenyl)-N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-2,2-difluoroacetamide","InChI=1S/C22H18ClF2N3O4/c23-15-4-2-14(3-5-15)22(24,25)21(32)26-10-12-1-6-16-13(9-12)11-28(20(16)31)17-7-8-18(29)27-19(17)30/h1-6,9,17H,7-8,10-11H2,(H,26,32)(H,27,29,30)",PWBHUSLMHZLGRN-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Phase I,"Acute myeloid leukemia
Refractory acute myeloid leukemia
Refractory high-risk myelodysplastic syndrome",,,,,,,1,non-covalent,GSPT1;IKZF3,"GSPT1 pEC50(Y min%) = 7.8 (49)
Aiolos pEC50(Y min%) = 7.2 (73)",G-loop_beta-hairpin,,,CRBN,Q96SW2,,Docking and Rescoring Protocols: pIC50 = 7.8,,,,,https://doi.org/10.1021/acs.jcim.2c01386,,,,C22H18ClF2N3O4,461.85,461.0954,2.51,-4.22,95.58,7,2,5,4,2,2,2,0,32,10,0,0
1180,O=C1CCC(N2CC3=CC(CNC(=O)C4=CC5=CC=CC=C5N=C4)=CC=C3C2=O)C(=O)N1,9,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]quinoline-3-carboxamide","InChI=1S/C24H20N4O4/c29-21-8-7-20(23(31)27-21)28-13-17-9-14(5-6-18(17)24(28)32)11-26-22(30)16-10-15-3-1-2-4-19(15)25-12-16/h1-6,9-10,12,20H,7-8,11,13H2,(H,26,30)(H,27,29,31)",CHCMXRWIWJYZNW-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,0,,,,,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.4c02415,,,,C24H20N4O4,428.45,428.1485,1.93,-4.03,108.47,8,2,4,5,2,3,2,1,32,8,0,0
1180,O=C1CCC(N2CC3=CC(CNC(=O)C4=CC5=CC=CC=C5N=C4)=CC=C3C2=O)C(=O)N1,QXG-6431,"N-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]quinoline-3-carboxamide","InChI=1S/C24H20N4O4/c29-21-8-7-20(23(31)27-21)28-13-17-9-14(5-6-18(17)24(28)32)11-26-22(30)16-10-15-3-1-2-4-19(15)25-12-16/h1-6,9-10,12,20H,7-8,11,13H2,(H,26,30)(H,27,29,31)",CHCMXRWIWJYZNW-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,CK1α,Assay: WB; DC50 = 10000 nM; Dmax = 0%,G-loop_beta-hairpin,,,CRBN,Q96SW2,"Cell: MOLM13; IC50 = - nM; 72 h;
Cell: MOLM14; IC50 = - nM; 72 h; ",,,,,,https://doi.org/10.1101/2024.10.01.616159,,,,C24H20N4O4,428.45,428.1485,1.93,-4.03,108.47,8,2,4,5,2,3,2,1,32,8,0,0
1181,O=C1CCC(N2CC3=CC(CNC(=O)NC4=C(Cl)C=C(Cl)C=C4)=CC=C3C2=O)C(=O)N1,18,"1-(2,4-dichlorophenyl)-3-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]urea","InChI=1S/C21H18Cl2N4O4/c22-13-2-4-16(15(23)8-13)25-21(31)24-9-11-1-3-14-12(7-11)10-27(20(14)30)17-5-6-18(28)26-19(17)29/h1-4,7-8,17H,5-6,9-10H2,(H2,24,25,31)(H,26,28,29)",RMCSISWOQSSDHG-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 7 nM;Ymax = -7%;IKZF1;EC50 = 3 nM;Ymax = 5%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H18Cl2N4O4,461.31,460.0705,3.08,-4.71,107.61,8,3,4,4,2,2,2,0,31,10,0,0
1182,O=C1CCC(N2CC3=CC(CNC(=O)NC4=C(Cl)C=C(Cl)C=C4Cl)=CC=C3C2=O)C(=O)N1,20,"1-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-3-(2,4,6-trichlorophenyl)urea","InChI=1S/C21H17Cl3N4O4/c22-12-6-14(23)18(15(24)7-12)27-21(32)25-8-10-1-2-13-11(5-10)9-28(20(13)31)16-3-4-17(29)26-19(16)30/h1-2,5-7,16H,3-4,8-9H2,(H2,25,27,32)(H,26,29,30)",PLNAZLLLWBOGRU-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 7 nM;Ymax = 13%;IKZF1;EC50 = 24 nM;Ymax = 61%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H17Cl3N4O4,495.75,494.0315,3.73,-5.38,107.61,8,3,4,4,2,2,2,0,32,11,0,0
1183,O=C1CCC(N2CC3=CC(CNC(=O)NC4=C(Cl)C=CC=C4)=CC=C3C2=O)C(=O)N1,9,"1-(2-chlorophenyl)-3-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]urea","InChI=1S/C21H19ClN4O4/c22-15-3-1-2-4-16(15)24-21(30)23-10-12-5-6-14-13(9-12)11-26(20(14)29)17-7-8-18(27)25-19(17)28/h1-6,9,17H,7-8,10-11H2,(H2,23,24,30)(H,25,27,28)",XLLJOANDXFNPPG-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 10 nM;Ymax = 7%;IKZF1;EC50 = 10 nM;Ymax = 10%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H19ClN4O4,426.86,426.1095,2.42,-4.04,107.61,8,3,4,4,2,2,2,0,30,9,0,0
1184,O=C1CCC(N2CC3=CC(CNC(=O)NC4=C(Cl)C=CC=C4Cl)=CC=C3C2=O)C(=O)N1,19,"1-(2,6-dichlorophenyl)-3-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]urea","InChI=1S/C21H18Cl2N4O4/c22-14-2-1-3-15(23)18(14)26-21(31)24-9-11-4-5-13-12(8-11)10-27(20(13)30)16-6-7-17(28)25-19(16)29/h1-5,8,16H,6-7,9-10H2,(H2,24,26,31)(H,25,28,29)",AAOMGRBYWFVYQE-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1,GSPT1;EC50 = 10 nM;Ymax = 30%,G-loop_beta-hairpin,IKZF1,IKZF1;EC50=320 nM;Ymax=70%,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H18Cl2N4O4,461.31,460.0705,3.08,-4.71,107.61,8,3,4,4,2,2,2,0,31,10,0,0
1185,O=C1CCC(N2CC3=CC(CNC(=O)NC4=CC(Cl)=C(Cl)C=C4)=CC=C3C2=O)C(=O)N1,23,"1-(3,4-dichlorophenyl)-3-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]urea","InChI=1S/C21H18Cl2N4O4/c22-15-4-2-13(8-16(15)23)25-21(31)24-9-11-1-3-14-12(7-11)10-27(20(14)30)17-5-6-18(28)26-19(17)29/h1-4,7-8,17H,5-6,9-10H2,(H2,24,25,31)(H,26,28,29)",YXTVLLJONNNBNQ-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 4 nM;Ymax = -3%;IKZF1;EC50 = 4 nM;Ymax = -1%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H18Cl2N4O4,461.31,460.0705,3.08,-4.71,107.61,8,3,4,4,2,2,2,0,31,10,0,0
1186,O=C1CCC(N2CC3=CC(CNC(=O)NC4=CC(Cl)=CC(Cl)=C4)=CC=C3C2=O)C(=O)N1,22,"1-(3,5-dichlorophenyl)-3-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]urea","InChI=1S/C21H18Cl2N4O4/c22-13-6-14(23)8-15(7-13)25-21(31)24-9-11-1-2-16-12(5-11)10-27(20(16)30)17-3-4-18(28)26-19(17)29/h1-2,5-8,17H,3-4,9-10H2,(H2,24,25,31)(H,26,28,29)",XVWPXDUKGHQJPV-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 8 nM;Ymax = -6%;IKZF1;EC50 = 33 nM;Ymax = 33%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H18Cl2N4O4,461.31,460.0705,3.08,-4.71,107.61,8,3,4,4,2,2,2,0,31,10,0,0
1187,O=C1CCC(N2CC3=CC(CNC(=O)NC4=CC=C(Cl)C=C4)=CC=C3C2=O)C(=O)N1,13,"1-(4-chlorophenyl)-3-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]urea","InChI=1S/C21H19ClN4O4/c22-14-2-4-15(5-3-14)24-21(30)23-10-12-1-6-16-13(9-12)11-26(20(16)29)17-7-8-18(27)25-19(17)28/h1-6,9,17H,7-8,10-11H2,(H2,23,24,30)(H,25,27,28)",BCTZVDWPHVNFTR-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 3 nM;Ymax = -2%;IKZF1;EC50 = 1 nM;Ymax = -10%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H19ClN4O4,426.86,426.1095,2.42,-4.04,107.61,8,3,4,4,2,2,2,0,30,9,0,0
1188,O=C1CCC(N2CC3=CC(CNC(=O)NC4=CC=C(F)C=C4)=CC=C3C2=O)C(=O)N1,16,"1-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-3-(4-fluorophenyl)urea","InChI=1S/C21H19FN4O4/c22-14-2-4-15(5-3-14)24-21(30)23-10-12-1-6-16-13(9-12)11-26(20(16)29)17-7-8-18(27)25-19(17)28/h1-6,9,17H,7-8,10-11H2,(H2,23,24,30)(H,25,27,28)",UOIFABFUVWVKFZ-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 3 nM;Ymax = 5%;IKZF1;EC50 = 5 nM;Ymax = -3%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H19FN4O4,410.41,410.1390,1.91,-3.58,107.61,8,3,4,4,2,2,2,0,30,9,0,0
1189,O=C1CCC(N2CC3=CC(CNC(=O)NC4=CC=CC(Cl)=C4)=CC=C3C2=O)C(=O)N1,11,"1-(3-chlorophenyl)-3-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]urea","InChI=1S/C21H19ClN4O4/c22-14-2-1-3-15(9-14)24-21(30)23-10-12-4-5-16-13(8-12)11-26(20(16)29)17-6-7-18(27)25-19(17)28/h1-5,8-9,17H,6-7,10-11H2,(H2,23,24,30)(H,25,27,28)",BGUQNEVRTLOSJR-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 6 nM;Ymax = -6%;IKZF1;EC50 = 10 nM;Ymax = 12%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H19ClN4O4,426.86,426.1095,2.42,-4.04,107.61,8,3,4,4,2,2,2,0,30,9,0,0
1190,O=C1CCC(N2CC3=CC(CNC(=O)NC4=CC=CC=C4)=CC=C3C2=O)C(=O)N1,7,"1-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-3-phenylurea","InChI=1S/C21H20N4O4/c26-18-9-8-17(19(27)24-18)25-12-14-10-13(6-7-16(14)20(25)28)11-22-21(29)23-15-4-2-1-3-5-15/h1-7,10,17H,8-9,11-12H2,(H2,22,23,29)(H,24,26,27)",ZPXMXQSBKKTDDF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF3,"GSPT1 pEC50(Y min%) = 7.8 (10)
Aiolos pEC50(Y min%) = 7.9 (14)",G-loop_beta-hairpin,,,CRBN,Q96SW2,,Docking and Rescoring Protocols: pIC50 = 8.0,,,,,https://doi.org/10.1021/acs.jcim.2c01386,,,,C21H20N4O4,392.42,392.1485,1.77,-3.37,107.61,8,3,4,4,2,2,2,0,29,8,0,0
1190,O=C1CCC(N2CC3=CC(CNC(=O)NC4=CC=CC=C4)=CC=C3C2=O)C(=O)N1,7,"1-[[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]methyl]-3-phenylurea","InChI=1S/C21H20N4O4/c26-18-9-8-17(19(27)24-18)25-12-14-10-13(6-7-16(14)20(25)28)11-22-21(29)23-15-4-2-1-3-5-15/h1-7,10,17H,8-9,11-12H2,(H2,22,23,29)(H,24,26,27)",ZPXMXQSBKKTDDF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,GSPT1;IKZF1,GSPT1;EC50 = 12 nM;Ymax = 9%;IKZF1;EC50 = 15 nM;Ymax = -7%,G-loop_beta-hairpin,,,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.6b01911,,,,C21H20N4O4,392.42,392.1485,1.77,-3.37,107.61,8,3,4,4,2,2,2,0,29,8,0,0
1191,O=C1CCC(N2CC3=CC(NC(=O)C4=CC(C(=O)C5=CC=CC=C5)=CC=C4)=CC=C3C2=O)C(=O)N1,53,"3-benzoyl-N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]benzamide","InChI=1S/C27H21N3O5/c31-23-12-11-22(26(34)29-23)30-15-19-14-20(9-10-21(19)27(30)35)28-25(33)18-8-4-7-17(13-18)24(32)16-5-2-1-3-6-16/h1-10,13-14,22H,11-12,15H2,(H,28,33)(H,29,31,34)",BHLNTYNHSHZTQT-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,83% degradation at 100 nM,G-loop_beta-hairpin,CK1α;IKZF1,"CK1α: 64% degradation at 100 nM
IKZF1: 60% degradation at 100 nM",CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C27H21N3O5,467.48,467.1481,2.93,-5.02,112.65,8,2,5,5,2,3,2,0,35,8,0,0
1192,O=C1CCC(N2CC3=CC(NC(=O)C4=CC(OC5=CC=CC=C5)=CC=C4)=CC=C3C2=O)C(=O)N1,51,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]-3-phenoxybenzamide","InChI=1S/C26H21N3O5/c30-23-12-11-22(25(32)28-23)29-15-17-13-18(9-10-21(17)26(29)33)27-24(31)16-5-4-8-20(14-16)34-19-6-2-1-3-7-19/h1-10,13-14,22H,11-12,15H2,(H,27,31)(H,28,30,32)",DTGOZYNEQILPSF-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,74% degradation at 100 nM,G-loop_beta-hairpin,CK1α;IKZF1,"CK1α: 58% degradation at 100 nM
IKZF1: 62% degradation at 100 nM",CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C26H21N3O5,455.47,455.1481,3.49,-5.36,104.81,8,2,5,5,2,3,2,0,34,8,0,0
1193,O=C1CCC(N2CC3=CC(NC(=O)C4=CC=C(OC5=CC=CC=C5)C=C4)=CC=C3C2=O)C(=O)N1,52,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]-4-phenoxybenzamide","InChI=1S/C26H21N3O5/c30-23-13-12-22(25(32)28-23)29-15-17-14-18(8-11-21(17)26(29)33)27-24(31)16-6-9-20(10-7-16)34-19-4-2-1-3-5-19/h1-11,14,22H,12-13,15H2,(H,27,31)(H,28,30,32)",UNTZICXADQTICO-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,78% degradation at 100 nM,G-loop_beta-hairpin,CK1α,61% degradation at 100 nM,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C26H21N3O5,455.47,455.1481,3.49,-5.36,104.81,8,2,5,5,2,3,2,0,34,8,0,0
1194,O=C1CCC(N2CC3=CC(NC(=O)C4=CC=C(SC5=CC=CC=C5)C=C4)=CC=C3C2=O)C(=O)N1,71,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]-4-phenylsulfanylbenzamide","InChI=1S/C26H21N3O4S/c30-23-13-12-22(25(32)28-23)29-15-17-14-18(8-11-21(17)26(29)33)27-24(31)16-6-9-20(10-7-16)34-19-4-2-1-3-5-19/h1-11,14,22H,12-13,15H2,(H,27,31)(H,28,30,32)",YTBICKXJMTXDLY-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,67% degradation at 100 nM,G-loop_beta-hairpin,CK1α,57% degradation at 100 nM,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C26H21N3O4S,471.54,471.1253,3.85,-5.84,95.58,7,2,5,5,2,3,2,0,34,8,0,0
1195,O=C1CCC(N2CC3=CC(NC(=O)C4=CC=C5C=CC=CC5=C4)=CC=C3C2=O)C(=O)N1,9,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]naphthalene-2-carboxamide","InChI=1S/C24H19N3O4/c28-21-10-9-20(23(30)26-21)27-13-17-12-18(7-8-19(17)24(27)31)25-22(29)16-6-5-14-3-1-2-4-15(14)11-16/h1-8,11-12,20H,9-10,13H2,(H,25,29)(H,26,28,30)",BQQPXXCYYWRWRG-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,"MOLM-13 cells were treated with 25 μM compound: western blot relative ratio = 0.27;
80% degradation at 100 nM",G-loop_beta-hairpin,CK1α,65% degradation at 100 nM,CRBN,Q96SW2,,,,Liver Microsome Metabolic Stability Assay: mouse: t1/2 > 255 min ; CLint < 5.4 μL/min/mg; human: t1/2 >255 min; CLint < 5.4 μL/min/mg,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C24H19N3O4,413.43,413.1376,2.85,-4.89,95.58,7,2,3,5,2,3,2,0,31,7,0,0
1195,O=C1CCC(N2CC3=CC(NC(=O)C4=CC=C5C=CC=CC5=C4)=CC=C3C2=O)C(=O)N1,DEG-9,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]naphthalene-2-carboxamide","InChI=1S/C24H19N3O4/c28-21-10-9-20(23(30)26-21)27-13-17-12-18(7-8-19(17)24(27)31)25-22(29)16-6-5-14-3-1-2-4-15(14)11-16/h1-8,11-12,20H,9-10,13H2,(H,25,29)(H,26,28,30)",BQQPXXCYYWRWRG-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2;CK1α,"IKZF2: 64% degradation at 100 nM;
CK1α: 96% degradation at 100 nM",G-loop_beta-hairpin,IKZF1;IKZF3;IKZF4,"IKZF1: 29% degradation at 100 nM;
IKZF3: 41% degradation at 100 nM;
IKZF4: 43% degradation at 100 nM",CRBN,Q96SW2,Cell: MOLM-13; IC50 = 367 nM,,,,,,https://doi.org/10.1016/j.ccell.2023.02.010,,,,C24H19N3O4,413.43,413.1376,2.85,-4.89,95.58,7,2,3,5,2,3,2,0,31,7,0,0
1196,O=C1CCC(N2CC3=CC(NC(=O)C4=CC=C5N=CSC5=C4)=CC=C3C2=O)C(=O)N1,61,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]-1,3-benzothiazole-6-carboxamide","InChI=1S/C21H16N4O4S/c26-18-6-5-16(20(28)24-18)25-9-12-7-13(2-3-14(12)21(25)29)23-19(27)11-1-4-15-17(8-11)30-10-22-15/h1-4,7-8,10,16H,5-6,9H2,(H,23,27)(H,24,26,28)",BUKXXJVKMXZXHH-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,42% degradation at 100 nM,G-loop_beta-hairpin,CK1α,33% degradation at 100 nM,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C21H16N4O4S,420.45,420.0892,2.31,-4.41,108.47,8,2,3,5,2,3,2,1,30,9,0,0
1197,O=C1CCC(N2N=NC3=CC=C(CNC(=O)NC4=CC=CC(C5=CC=CC=C5)=C4)C=C3C2=O)C(=O)N1,22q,"1-[[3-(2,6-dioxopiperidin-3-yl)-4-oxo-1,2,3-benzotriazin-6-yl]methyl]-3-(3-phenylphenyl)urea","InChI=1S/C26H22N6O4/c33-23-12-11-22(24(34)29-23)32-25(35)20-13-16(9-10-21(20)30-31-32)15-27-26(36)28-19-8-4-7-18(14-19)17-5-2-1-3-6-17/h1-10,13-14,22H,11-12,15H2,(H2,27,28,36)(H,29,33,34)",DOVCJYPISITJGR-UHFFFAOYSA-N,Glutarimide,Non-domideType,Discovery,,,,,,,,1,non-covalent,,,Unknown,,,CRBN,Q96SW2,KG-1; EC50=0.0031 ± 0.00031 nM TMD-8;EC50=0.050 ± 0.0061 nM,,,,,,https://doi.org/10.1016/j.bioorg.2022.105923,,,,C26H22N6O4,482.50,482.1703,2.76,-5.57,135.08,10,3,5,5,1,4,1,1,36,10,0,0
1198,O=C1CCC(N2CC3=CC(NC(=O)C4=CC5=C(C=C4)CCCC5)=CC=C3C2=O)C(=O)N1,56,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]-5,6,7,8-tetrahydronaphthalene-2-carboxamide","InChI=1S/C24H23N3O4/c28-21-10-9-20(23(30)26-21)27-13-17-12-18(7-8-19(17)24(27)31)25-22(29)16-6-5-14-3-1-2-4-15(14)11-16/h5-8,11-12,20H,1-4,9-10,13H2,(H,25,29)(H,26,28,30)",NYWWYHLFJSMTAB-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,74% degradation at 100 nM,G-loop_beta-hairpin,CK1α,51% degradation at 100 nM,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C24H23N3O4,417.47,417.1689,2.58,-4.21,95.58,7,2,3,5,3,2,2,0,31,7,0,0
1199,O=C1CCC(N2CC3=CC(NC(=O)C4=CC5=C(C=C4)OC=C5)=CC=C3C2=O)C(=O)N1,60,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]-1-benzofuran-5-carboxamide","InChI=1S/C22H17N3O5/c26-19-6-4-17(21(28)24-19)25-11-14-10-15(2-3-16(14)22(25)29)23-20(27)13-1-5-18-12(9-13)7-8-30-18/h1-3,5,7-10,17H,4,6,11H2,(H,23,27)(H,24,26,28)",WOCJTQKFCZJBHU-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,61% degradation at 100 nM,G-loop_beta-hairpin,CK1α,50% degradation at 100 nM,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C22H17N3O5,403.39,403.1168,2.45,-4.40,108.72,8,2,3,5,2,3,2,1,30,8,0,0
1200,O=C1CCC(N2CC3=CC(NC(=O)C4=CC5=C(C=C4)OCCO5)=CC=C3C2=O)C(=O)N1,54,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]-2,3-dihydro-1,4-benzodioxine-6-carboxamide","InChI=1S/C22H19N3O6/c26-19-6-4-16(21(28)24-19)25-11-13-9-14(2-3-15(13)22(25)29)23-20(27)12-1-5-17-18(10-12)31-8-7-30-17/h1-3,5,9-10,16H,4,6-8,11H2,(H,23,27)(H,24,26,28)",MLWAXSSCWMTYTR-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,38% degradation at 100 nM,G-loop_beta-hairpin,CK1α;IKZF1,36% degradation at 100 nM,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C22H19N3O6,421.41,421.1274,1.47,-3.20,114.04,9,2,3,5,3,2,3,0,31,9,0,0
1201,O=C1CCC(N2CC3=CC(NC(=O)C4=CC5=C(C=C4)OCO5)=CC=C3C2=O)C(=O)N1,55,"N-[2-(2,6-dioxopiperidin-3-yl)-1-oxo-3H-isoindol-5-yl]-1,3-benzodioxole-5-carboxamide","InChI=1S/C21H17N3O6/c25-18-6-4-15(20(27)23-18)24-9-12-7-13(2-3-14(12)21(24)28)22-19(26)11-1-5-16-17(8-11)30-10-29-16/h1-3,5,7-8,15H,4,6,9-10H2,(H,22,26)(H,23,25,27)",QFCPONCMDMLLOZ-UHFFFAOYSA-N,Glutarimide,LenalidomideType,Discovery,,,,,,,,1,non-covalent,IKZF2,49% degradation at 100 nM,G-loop_beta-hairpin,CK1α,36% degradation at 100 nM,CRBN,Q96SW2,,,,,,,https://doi.org/10.1021/acs.jmedchem.3c01736,,,,C21H17N3O6,407.38,407.1117,1.43,-3.08,114.04,9,2,3,5,3,2,3,0,30,9,0,0
